Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A872073,*Mandarin,1/8/2023 18:05,23-Jan,1/3/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A863442,*Captain,1/8/2023 19:27,23-Jan,6/4/2022,Adoption,Foster,Cat,Neutered Male,7 months,Domestic Longhair,Black
A871239,,1/9/2023 9:36,23-Jan,12/21/2018,Transfer,Snr,Cat,Intact Female,4 years,Domestic Longhair,Tortie
A871313,Frappe,1/9/2023 9:36,23-Jan,12/22/2020,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown/Black
A872139,,1/9/2023 9:37,23-Jan,1/4/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Black/White
A872141,,1/9/2023 9:37,23-Jan,5/5/2022,Transfer,Snr,Cat,Intact Female,8 months,Domestic Shorthair,Brown Tabby
A872140,,1/9/2023 9:37,23-Jan,1/4/2021,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Torbie/White
A872165,A872165,1/9/2023 9:38,23-Jan,1/5/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black
A872166,A872166,1/9/2023 9:38,23-Jan,1/5/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby
A871762,,1/9/2023 9:39,23-Jan,12/29/2020,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Calico
A871607,Daisy,1/9/2023 12:57,23-Jan,10/17/2022,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan/White
A872395,Diablo,1/9/2023 12:59,23-Jan,2/9/2019,Return to Owner,,Dog,Intact Male,3 years,Doberman Pinsch,Black/Tan
A871931,A871931,1/9/2023 13:10,23-Jan,1/2/2022,Transfer,Partner,Dog,Intact Female,1 year,Cairn Terrier/Maltese,Cream
A867937,Popcorn House,1/9/2023 13:30,23-Jan,2/26/2022,Return to Owner,Field,Dog,Intact Male,10 months,Labrador Retriever/Pit Bull,Tan/White
A661073,Montigo,1/9/2023 13:39,23-Jan,5/9/2013,Return to Owner,Field,Dog,Neutered Male,9 years,Queensland Heeler Mix,White/Red
A872011,A872011,1/9/2023 14:57,23-Jan,1/3/2021,Transfer,Partner,Dog,Intact Male,2 years,Shih Tzu/Miniature Poodle,Black/White
A867874,*Caspian,1/9/2023 15:08,23-Jan,5/25/2022,Adoption,Foster,Dog,Neutered Male,7 months,Siberian Husky/German Shepherd,White
A867247,*Cher,1/9/2023 15:11,23-Jan,2/22/2019,Adoption,,Dog,Spayed Female,3 years,Queensland Heeler/Pit Bull,White/Tan
A870175,Koda,1/9/2023 15:20,23-Jan,12/1/2019,Return to Owner,,Dog,Neutered Male,3 years,Akita Mix,Tan/White
A870698,*Brownie,1/9/2023 15:32,23-Jan,12/11/2020,Adoption,,Dog,Spayed Female,2 years,Pit Bull/Labrador Retriever,Brown/White
A872319,Cherry,1/9/2023 15:38,23-Jan,1/8/2020,Return to Owner,,Cat,Spayed Female,3 years,Domestic Shorthair,Blue Tabby
A872179,Scooby,1/9/2023 15:53,23-Jan,9/5/2022,Transfer,Partner,Dog,Intact Male,4 months,Beagle/Chihuahua Shorthair,Red
A872203,Shorty,1/9/2023 15:54,23-Jan,1/5/2011,Transfer,Partner,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,Black/White
A872202,Fluffy,1/9/2023 15:55,23-Jan,1/5/2021,Transfer,Partner,Dog,Intact Male,2 years,Dachshund Longhair,Brown Brindle/White
A871807,Nala,1/9/2023 15:56,23-Jan,4/1/2020,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair,Black
A870761,*Mr. Chonk,1/9/2023 16:02,23-Jan,12/12/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White
A872070,,1/9/2023 16:10,23-Jan,1/3/2022,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Red/White
A869965,*Xena,1/9/2023 16:16,23-Jan,11/28/2020,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby/White
A872029,,1/9/2023 16:30,23-Jan,10/27/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A872009,Mango,1/9/2023 16:34,23-Jan,9/3/2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Orange Tabby
A872206,Sushi,1/9/2023 16:41,23-Jan,10/6/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Calico
A871800,*Snickerdoodle,1/9/2023 16:55,23-Jan,7/30/2022,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,White/Brown Tabby
A872204,Benji,1/9/2023 17:08,23-Jan,7/6/2022,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Cream/White
A872184,,1/9/2023 17:24,23-Jan,10/26/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A871857,*Potato,1/9/2023 17:25,23-Jan,7/1/2021,Adoption,,Dog,Spayed Female,1 year,Pit Bull,Blue
A871817,Marcy,1/9/2023 17:57,23-Jan,12/30/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie
A859588,Ruckus,1/9/2023 18:03,23-Jan,6/15/2019,Rto-Adopt,,Dog,Neutered Male,3 years,Pit Bull Mix,Tan/Brown
A871418,*Roxy,1/9/2023 18:10,23-Jan,12/23/2021,Adoption,,Dog,Spayed Female,1 year,German Shepherd,White
A872007,,1/9/2023 18:18,23-Jan,5/3/2022,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,Tortie
A871989,,1/9/2023 18:35,23-Jan,10/10/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby/White
A872130,Bonita,1/9/2023 19:10,23-Jan,1/4/2021,Adoption,,Dog,Spayed Female,2 years,Chihuahua Longhair,Brown/White
A866656,Elvis,1/10/2023 7:16,23-Jan,10/4/2021,Adoption,Foster,Dog,Neutered Male,1 year,Doberman Pinsch Mix,Black/Tan
A869235,*Phoenix,1/10/2023 7:20,23-Jan,6/15/2022,Adoption,Foster,Dog,Spayed Female,6 months,Pointer/Alaskan Husky,White/Brown
A859335,*Maddie,1/10/2023 7:43,23-Jan,1/12/2022,Adoption,Foster,Dog,Spayed Female,11 months,Siberian Husky/German Shepherd,Black
A872232,,1/10/2023 9:49,23-Jan,1/6/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Calico
A872180,Nino,1/10/2023 9:52,23-Jan,2/5/2022,Adoption,,Dog,Neutered Male,11 months,Border Terrier Mix,Cream
A869945,*Latke,1/10/2023 10:48,23-Jan,10/25/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A871427,A871427,1/10/2023 13:55,23-Jan,11/5/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A872010,Grim,1/10/2023 14:21,23-Jan,1/3/2022,Adoption,Foster,Dog,Neutered Male,1 year,German Shepherd,Black/White
A872250,A872250,1/10/2023 15:45,23-Jan,1/6/2021,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair,Tan
A762493,Suri,1/10/2023 15:49,23-Jan,1/6/2016,Transfer,Partner,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Cream
A871992,A871992,1/10/2023 15:57,23-Jan,1/3/2022,Adoption,,Dog,Spayed Female,1 year,Border Terrier Mix,Brown Brindle/White
A872071,Onyx,1/10/2023 16:03,23-Jan,1/3/2022,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Red/White
A872014,,1/10/2023 16:14,23-Jan,11/3/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A872205,Jerry,1/10/2023 16:19,23-Jan,7/6/2022,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Cream/White
A864414,*Domino,1/10/2023 16:35,23-Jan,7/25/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Black/White
A870892,*Aspen,1/10/2023 16:57,23-Jan,6/14/2021,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever/Great Pyrenees,White
A871796,Beast Boy,1/10/2023 17:02,23-Jan,3/30/2022,Adoption,,Cat,Neutered Male,9 months,Domestic Shorthair,Orange Tabby/White
A871876,*Snow,1/10/2023 17:18,23-Jan,1/1/2022,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever,White
A872455,Saphira,1/10/2023 17:28,23-Jan,1/10/2021,Return to Owner,,Dog,Intact Female,2 years,Alaskan Husky,Black/Silver
A871421,Layla,1/10/2023 17:54,23-Jan,9/23/2022,Adoption,Foster,Dog,Spayed Female,3 months,Labrador Retriever/Chinese Sharpei,Tan
A690944,Camilla,1/10/2023 17:58,23-Jan,10/28/2013,Adoption,Foster,Dog,Spayed Female,9 years,Pit Bull Mix,Tan/White
A872183,,1/10/2023 17:58,23-Jan,10/26/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A872436,Juniper,1/10/2023 17:59,23-Jan,2/19/2022,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair,Brown Tabby
A871869,Nora,1/10/2023 18:10,23-Jan,12/31/2021,Adoption,Foster,Dog,Spayed Female,1 year,Doberman Pinsch,Red/Tan
A872064,Theodore,1/10/2023 18:25,23-Jan,9/18/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,White/Silver
A872257,Sweetness,1/10/2023 18:37,23-Jan,5/6/2022,Adoption,,Cat,Spayed Female,8 months,Domestic Longhair,Gray Tabby
A872256,Liono,1/10/2023 18:38,23-Jan,5/6/2022,Adoption,,Cat,Neutered Male,8 months,Domestic Longhair,Gray Tabby
A872062,,1/10/2023 18:53,23-Jan,9/3/2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,White/Silver Tabby
A872061,,1/10/2023 18:53,23-Jan,9/3/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Silver Tabby/White
A872146,Lola,1/10/2023 18:53,23-Jan,1/9/2019,Adoption,,Dog,Spayed Female,4 years,German Shepherd,Black/Brown
A872249,*Pisces,1/10/2023 19:14,23-Jan,1/6/2020,Adoption,,Dog,Spayed Female,3 years,German Shorthair Pointer,Brown Brindle
A871248,Siberia,1/11/2023 6:30,23-Jan,12/21/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby
A870473,*Jupiter,1/11/2023 9:48,23-Jan,10/30/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A743955,Carla,1/11/2023 10:16,23-Jan,8/20/2016,Transfer,Partner,Dog,Spayed Female,6 years,Chow Chow Mix,Red/Tan
A866232,*Tonia,1/11/2023 10:52,23-Jan,9/26/2019,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull Mix,White/Black
A712292,Peanut,1/11/2023 12:19,23-Jan,9/20/2014,Adoption,,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Tan/White
A855682,Dino,1/11/2023 12:56,23-Jan,4/22/2021,Adoption,Foster,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A872224,Buffalo Bill,1/11/2023 14:56,23-Jan,1/6/2021,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A872015,Lola,1/11/2023 14:57,23-Jan,1/3/2011,Return to Owner,,Cat,Spayed Female,12 years,Domestic Shorthair Mix,White/Black
A870368,Louie,1/11/2023 15:17,23-Jan,9/22/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Black
A777887,Bambie,1/11/2023 15:28,23-Jan,8/5/2016,Return to Owner,,Dog,Spayed Female,6 years,Rottweiler,Black/Tan
A872251,A872251,1/11/2023 15:48,23-Jan,1/6/2021,Transfer,Partner,Dog,Intact Female,2 years,Border Terrier,Tricolor
A872498,,1/11/2023 15:48,23-Jan,11/15/2022,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Tricolor
A872499,,1/11/2023 15:48,23-Jan,11/15/2022,Transfer,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Tricolor
A872252,A872252,1/11/2023 15:48,23-Jan,1/6/2021,Transfer,Partner,Dog,Intact Female,2 years,Border Terrier,Black/White
A872497,,1/11/2023 15:48,23-Jan,11/15/2022,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,White/Brown
A871389,A871389,1/11/2023 16:02,23-Jan,10/23/2022,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Chocolate/White
A870433,*Slider,1/11/2023 16:12,23-Jan,8/3/2022,Adoption,,Dog,Neutered Male,5 months,Anatol Shepherd Mix,Brown/White
A868349,Stormy,1/11/2023 16:20,23-Jan,11/2/2021,Adoption,Foster,Dog,Spayed Female,1 year,Belgian Malinois,Brown
A872121,*Velvet,1/11/2023 16:21,23-Jan,1/4/2019,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair,Cream Tabby
A870095,*Basil,1/11/2023 16:33,23-Jan,9/15/2022,Adoption,Foster,Dog,Neutered Male,3 months,Australian Cattle Dog/Labrador Retriever,Tan/White
A872188,Buster,1/11/2023 16:34,23-Jan,10/5/2022,Adoption,,Dog,Neutered Male,3 months,Belgian Malinois,Brown/Black
A872171,Cookie,1/11/2023 17:22,23-Jan,9/5/2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A872161,*Gemma,1/11/2023 17:31,23-Jan,4/5/2022,Adoption,,Dog,Spayed Female,9 months,Pit Bull,Blue/White
A871611,*Quilt,1/11/2023 17:49,23-Jan,6/27/2022,Adoption,,Dog,Spayed Female,6 months,Australian Shepherd Mix,Chocolate/Red Tick
A872525,Duke,1/11/2023 17:50,23-Jan,1/11/2020,Return to Owner,,Dog,Neutered Male,3 years,Pit Bull,Gray/White
A868731,*Beatrice,1/11/2023 17:57,23-Jan,11/8/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A872239,,1/11/2023 18:17,23-Jan,1/6/2021,Adoption,,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Cream/Tan
A837354,Vespa,1/11/2023 18:18,23-Jan,4/26/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A872033,*Gabriel,1/11/2023 18:40,23-Jan,7/3/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Longhair,Orange/White
A871983,*Louis,1/11/2023 18:45,23-Jan,1/3/2021,Adoption,,Cat,Neutered Male,2 years,Siamese Mix,Flame Point
A872065,Marcelin,1/11/2023 19:00,23-Jan,9/3/2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Blue Tabby/White
A872546,,1/12/2023 10:17,23-Jan,1/11/2021,Transfer,Snr,Cat,Unknown,2 years,Domestic Shorthair,Black
A872505,,1/12/2023 10:18,23-Jan,1/10/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Longhair,Blue/White
A872198,A872198,1/12/2023 10:19,23-Jan,1/5/2021,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Black
A872063,,1/12/2023 10:19,23-Jan,1/3/2022,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair,Black
A870513,,1/12/2023 10:46,23-Jan,10/31/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A868462,,1/12/2023 10:51,23-Jan,11/3/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A872199,*Trooper,1/12/2023 11:45,23-Jan,8/5/2022,Adoption,,Dog,Neutered Male,5 months,Australian Cattle Dog,Tricolor
A872508,Koda,1/12/2023 12:08,23-Jan,1/10/2021,Return to Owner,,Dog,Intact Male,2 years,Yorkshire Terrier,Gold/Gray
A683600,Ghost,1/12/2023 13:26,23-Jan,5/12/2014,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,White
A872433,Smokey,1/12/2023 14:20,23-Jan,5/9/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Medium Hair,Black
A872612,113 Grams,1/12/2023 14:25,23-Jan,1/10/2023,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair,Brown Tabby
A872613,115 Grams,1/12/2023 14:26,23-Jan,1/10/2023,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair,Brown Tabby
A872614,110 Grams,1/12/2023 14:26,23-Jan,1/10/2023,Transfer,Partner,Cat,Intact Male,2 days,Domestic Shorthair,Black
A872615,97 Grams,1/12/2023 14:26,23-Jan,1/10/2023,Transfer,Partner,Cat,Intact Female,2 days,Domestic Shorthair,Black
A872181,Chivo,1/12/2023 15:12,23-Jan,1/5/2021,Transfer,Partner,Dog,Intact Male,2 years,Dachshund Wirehair Mix,Tan/Cream
A868076,*Mirabelle,1/12/2023 15:28,23-Jan,10/28/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A870544,*Trenton,1/12/2023 16:35,23-Jan,12/8/2019,Transfer,Partner,Dog,Intact Male,3 years,Great Pyrenees Mix,White
A871286,*Phaedra,1/12/2023 17:17,23-Jan,6/22/2021,Adoption,,Dog,Spayed Female,1 year,Australian Kelpie Mix,Black/Brown
A872035,Chevy,1/12/2023 18:07,23-Jan,5/4/2022,Adoption,,Dog,Neutered Male,8 months,Australian Cattle Dog Mix,Black/White
A872313,Shadow,1/12/2023 18:13,23-Jan,1/7/2021,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair,Black
A872533,Ellie,1/12/2023 18:17,23-Jan,10/11/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Gray/White
A865912,Snickers,1/12/2023 18:22,23-Jan,9/20/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A872098,*Sonny,1/12/2023 18:29,23-Jan,7/4/2022,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Orange Tabby
A863898,Kong,1/12/2023 18:48,23-Jan,8/17/2020,Adoption,,Dog,Neutered Male,2 years,Pit Bull/Labrador Retriever,Black
A835849,Calliope,1/12/2023 18:50,23-Jan,11/2/2018,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair,Calico
A872271,Pippi,1/13/2023 0:00,23-Jan,1/6/2016,Adoption,,Dog,Intact Female,7 years,Chihuahua Longhair,Black
A853635,*Magpie,1/13/2023 0:00,23-Jan,3/22/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair Mix,White/Black
A845244,*Valentina,1/13/2023 7:31,23-Jan,10/27/2020,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie
A857378,*Isaiah,1/13/2023 11:44,23-Jan,5/16/2020,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Chocolate/White
A870927,*Mowgli,1/13/2023 11:52,23-Jan,2/15/2022,Adoption,,Dog,Neutered Male,10 months,Pit Bull,Black
A872626,Nike,1/13/2023 11:57,23-Jan,1/12/2013,Return to Owner,,Dog,Intact Male,10 years,Rat Terrier,Brown/White
A872667,Torby Girl,1/13/2023 12:12,23-Jan,5/26/2009,,,Cat,Spayed Female,13 years,Domestic Shorthair,Tortie
A872349,,1/13/2023 12:32,23-Jan,9/8/2022,Transfer,Partner,Cat,Intact Male,4 months,Domestic Shorthair,Black
A872348,,1/13/2023 12:33,23-Jan,9/8/2022,Transfer,Partner,Cat,Unknown,4 months,Domestic Shorthair,Orange Tabby/White
A872666,,1/13/2023 12:34,23-Jan,9/13/2022,Transfer,Partner,Cat,Unknown,4 months,Domestic Shorthair,Black
A872350,,1/13/2023 12:35,23-Jan,1/8/2021,Transfer,Partner,Dog,Intact Male,2 years,Soft Coated Wheaten Terrier Mix,Tan
A869377,Henry,1/13/2023 12:37,23-Jan,3/17/2022,Adoption,,Dog,Neutered Male,9 months,Dachshund/Doberman Pinsch,Tricolor
A778257,Whiskey,1/13/2023 13:04,23-Jan,8/11/2015,Return to Owner,,Dog,Neutered Male,7 years,Catahoula Mix,Red Merle/Tricolor
A870417,*Dominic,1/13/2023 14:01,23-Jan,12/6/2020,Adoption,,Dog,Neutered Male,2 years,Pit Bull,White/Brown Brindle
A872214,,1/13/2023 14:07,23-Jan,11/15/2022,Transfer,Partner,Cat,Intact Female,1 month,Ragdoll,Seal Point
A872213,,1/13/2023 14:07,23-Jan,11/15/2022,Transfer,Partner,Cat,Intact Male,1 month,Ragdoll,Blue
A863443,Thor,1/13/2023 14:57,23-Jan,8/10/2020,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A872428,,1/13/2023 15:20,23-Jan,1/9/2019,Adoption,,Other,Intact Female,4 years,Rabbit Sh,Black
A872402,Austin,1/13/2023 15:27,23-Jan,8/9/2021,Rto-Adopt,,Dog,Neutered Male,1 year,Siberian Husky,White/White
A868072,*Walter,1/13/2023 15:30,23-Jan,10/28/2014,Adoption,,Dog,Neutered Male,8 years,Labrador Retriever Mix,Tricolor
A761150,Grace,1/13/2023 15:59,23-Jan,10/30/2006,Transfer,Partner,Cat,Spayed Female,16 years,Domestic Shorthair Mix,Black/White
A872265,*Malcolm,1/13/2023 16:13,23-Jan,12/6/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A872126,*Darwin,1/13/2023 16:29,23-Jan,1/4/2018,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair/Dachshund,Brown/White
A871384,*Lavena,1/13/2023 16:42,23-Jan,10/23/2022,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black
A872469,Cookie,1/13/2023 16:46,23-Jan,1/10/2021,Return to Owner,,Dog,Intact Female,2 years,Australian Cattle Dog,Blue Merle/White
A871368,*Bingo,1/13/2023 16:52,23-Jan,6/22/2022,Adoption,,Dog,Neutered Male,6 months,Australian Cattle Dog,Blue Tick/Black
A872411,,1/13/2023 16:58,23-Jan,5/9/2022,Transfer,Partner,Dog,Intact Female,8 months,Australian Cattle Dog/Pit Bull,Black/White
A871929,*Norma,1/13/2023 16:59,23-Jan,1/2/2021,Transfer,Partner,Dog,Intact Female,2 years,American Bulldog Mix,Brown/White
A871364,L T,1/13/2023 17:05,23-Jan,12/22/2020,Adoption,,Dog,Neutered Male,2 years,Australian Cattle Dog,Blue Tick/Black
A872522,Kodi,1/13/2023 17:06,23-Jan,1/11/2021,Return to Owner,,Dog,Neutered Male,2 years,Great Pyrenees,White/White
A872523,,1/13/2023 17:08,23-Jan,1/11/2021,Return to Owner,,Bird,Unknown,2 years,Parakeet,White/Blue
A872524,,1/13/2023 17:08,23-Jan,1/11/2021,Return to Owner,,Bird,Unknown,2 years,Parakeet,White/Yellow
A871291,*Yamantha,1/13/2023 17:11,23-Jan,12/21/2020,Transfer,Partner,Dog,Intact Female,2 years,Pit Bull,Brown/Brown
A872400,Bubbles,1/13/2023 17:37,23-Jan,1/9/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie
A872331,,1/13/2023 17:54,23-Jan,9/8/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Orange Tabby
A812975,Phat Phat,1/13/2023 18:13,23-Jan,1/10/2019,Return to Owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White
A857071,Dog,1/13/2023 18:22,23-Jan,5/11/2020,Return to Owner,,Dog,Neutered Male,2 years,Miniature Schnauzer/Miniature Poodle,White/Black
A872673,,1/13/2023 18:22,23-Jan,7/13/2022,Transfer,Partner,Dog,Intact Male,6 months,Maltese,White
A872177,*Venus,1/13/2023 19:00,23-Jan,1/5/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair,Blue Tabby
A872211,*Peter Pan,1/14/2023 0:00,23-Jan,1/6/2021,Adoption,,Dog,Neutered Male,2 years,Anatol Shepherd Mix,White/Brown
A872706,,1/14/2023 11:07,23-Jan,12/13/2022,Transfer,Partner,Dog,Intact Male,4 weeks,Chihuahua Longhair,Brown/Black
A872460,Millie,1/14/2023 11:23,23-Jan,7/10/2021,Adoption,,Dog,Spayed Female,1 year,Cairn Terrier,Black
A872705,,1/14/2023 11:26,23-Jan,12/13/2022,Transfer,Partner,Dog,Intact Female,4 weeks,Chihuahua Longhair,White/Black
A867342,Zeek,1/14/2023 12:59,23-Jan,10/16/2019,Rto-Adopt,,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
A868246,*Riley,1/14/2023 13:33,23-Jan,10/31/2020,Adoption,,Dog,Neutered Male,2 years,German Shepherd/Labrador Retriever,Brown/Black
A870724,*Brosdan,1/14/2023 14:15,23-Jan,8/11/2022,Adoption,Foster,Dog,Neutered Male,5 months,German Shepherd Mix,Tan/Black
A868460,,1/14/2023 14:22,23-Jan,11/3/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A868461,,1/14/2023 14:26,23-Jan,11/3/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A870872,,1/14/2023 14:42,23-Jan,11/5/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A870874,,1/14/2023 14:55,23-Jan,11/5/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair,Black/White
A872407,*Pheobe,1/14/2023 14:58,23-Jan,1/9/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black
A870871,,1/14/2023 15:04,23-Jan,11/5/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair,Orange Tabby/White
A870505,,1/14/2023 15:20,23-Jan,9/27/2022,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White
A870503,,1/14/2023 15:36,23-Jan,10/1/2022,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White
A870509,,1/14/2023 15:50,23-Jan,10/31/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,White/Silver Tabby
A872269,*Edgar,1/14/2023 15:51,23-Jan,1/6/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby/White
A869958,*Betty,1/14/2023 15:57,23-Jan,9/28/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair,Cream Tabby
A872072,*Aspen,1/14/2023 15:58,23-Jan,1/3/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A872406,*Joey,1/14/2023 15:59,23-Jan,1/9/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A743999,Tigger,1/14/2023 16:09,23-Jan,2/21/2016,Adoption,Foster,Dog,Neutered Male,6 years,Boxer Mix,Brown Brindle/White
A870474,*Venus,1/14/2023 16:21,23-Jan,10/30/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A870352,,1/14/2023 16:30,23-Jan,11/13/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A870353,,1/14/2023 17:15,23-Jan,11/13/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A672673,Lil Behr,1/14/2023 17:19,23-Jan,2/14/2012,Adoption,,Dog,Neutered Male,10 years,Cairn Terrier/Yorkshire Terrier,Tricolor
A695316,Nikita,1/14/2023 17:19,23-Jan,1/13/2013,Adoption,,Dog,Spayed Female,10 years,Yorkshire Terrier/Border Terrier,Tan/White
A871645,*Barb,1/14/2023 17:23,23-Jan,11/12/2022,Adoption,Foster,Dog,Spayed Female,2 months,Border Collie Mix,White/Tricolor
